,type_id,groupID,typeName,packagedVolume
17919,31600,779,Medium Hydraulic Bay Thrusters I,10.0
17920,31601,787,Medium Hydraulic Bay Thrusters I Blueprint,0.01
17921,31602,779,Capital Hydraulic Bay Thrusters I,40.0
17922,31603,787,Capital Hydraulic Bay Thrusters I Blueprint,0.01
17923,31604,779,Small Hydraulic Bay Thrusters II,5.0
17924,31605,787,Small Hydraulic Bay Thrusters II Blueprint,0.01
17925,31606,779,Medium Hydraulic Bay Thrusters II,10.0
17926,31607,787,Medium Hydraulic Bay Thrusters II Blueprint,0.01
17927,31608,779,Small Rocket Fuel Cache Partition I,5.0
17928,31609,787,Small Rocket Fuel Cache Partition I Blueprint,0.01
17929,31610,779,Medium Rocket Fuel Cache Partition I,10.0
17930,31611,787,Medium Rocket Fuel Cache Partition I Blueprint,0.01
17931,31612,779,Capital Rocket Fuel Cache Partition I,40.0
17932,31613,787,Capital Rocket Fuel Cache Partition I Blueprint,0.01
17933,31614,779,Small Rocket Fuel Cache Partition II,5.0
17934,31615,787,Small Rocket Fuel Cache Partition II Blueprint,0.01
17935,31616,779,Medium Rocket Fuel Cache Partition II,10.0
17936,31617,787,Medium Rocket Fuel Cache Partition II Blueprint,0.01
17937,31618,779,Capital Rocket Fuel Cache Partition II,40.0
17938,31619,787,Capital Rocket Fuel Cache Partition II Blueprint,0.01
17939,31620,779,Small Warhead Calefaction Catalyst I,5.0
17940,31621,787,Small Warhead Calefaction Catalyst I Blueprint,0.01
17941,31622,779,Medium Warhead Calefaction Catalyst I,10.0
17942,31623,787,Medium Warhead Calefaction Catalyst I Blueprint,0.01
17943,31624,779,Capital Warhead Calefaction Catalyst I,40.0
17944,31625,787,Capital Warhead Calefaction Catalyst I Blueprint,0.01
17945,31626,779,Small Warhead Calefaction Catalyst II,5.0
17946,31627,787,Small Warhead Calefaction Catalyst II Blueprint,0.01
17947,31628,779,Medium Warhead Calefaction Catalyst II,10.0
17948,31629,787,Medium Warhead Calefaction Catalyst II Blueprint,0.01
17949,31630,779,Capital Warhead Calefaction Catalyst II,40.0
17950,31631,787,Capital Warhead Calefaction Catalyst II Blueprint,0.01
17951,31632,779,Small Warhead Flare Catalyst I,5.0
17952,31633,787,Small Warhead Flare Catalyst I Blueprint,0.01
17953,31634,779,Medium Warhead Flare Catalyst I,10.0
17954,31635,787,Medium Warhead Flare Catalyst I Blueprint,0.01
17955,31636,779,Capital Warhead Flare Catalyst I,40.0
17956,31637,787,Capital Warhead Flare Catalyst I Blueprint,0.01
17957,31638,779,Small Warhead Flare Catalyst II,5.0
17958,31639,787,Small Warhead Flare Catalyst II Blueprint,0.01
17959,31640,779,Medium Warhead Flare Catalyst II,10.0
17960,31641,787,Medium Warhead Flare Catalyst II Blueprint,0.01
17961,31642,779,Capital Warhead Flare Catalyst II,40.0
17962,31643,787,Capital Warhead Flare Catalyst II Blueprint,0.01
17963,31644,779,Small Warhead Rigor Catalyst I,5.0
17964,31645,787,Small Warhead Rigor Catalyst I Blueprint,0.01
17965,31646,779,Medium Warhead Rigor Catalyst I,10.0
17966,31647,787,Medium Warhead Rigor Catalyst I Blueprint,0.01
17967,31648,779,Capital Warhead Rigor Catalyst I,40.0
17968,31649,787,Capital Warhead Rigor Catalyst I Blueprint,0.01
17969,31650,779,Small Warhead Rigor Catalyst II,5.0
17970,31651,787,Small Warhead Rigor Catalyst II Blueprint,0.01
17971,31652,779,Medium Warhead Rigor Catalyst II,10.0
17972,31653,787,Medium Warhead Rigor Catalyst II Blueprint,0.01
17973,31654,779,Capital Warhead Rigor Catalyst II,40.0
17974,31655,787,Capital Warhead Rigor Catalyst II Blueprint,0.01
17975,31656,777,Small Projectile Ambit Extension I,5.0
17976,31657,787,Small Projectile Ambit Extension I Blueprint,0.01
17977,31658,777,Medium Projectile Ambit Extension I,10.0
17978,31659,787,Medium Projectile Ambit Extension I Blueprint,0.01
17979,31660,777,Capital Projectile Ambit Extension I,40.0
17980,31661,787,Capital Projectile Ambit Extension I Blueprint,0.01
17981,31662,777,Small Projectile Ambit Extension II,5.0
17982,31663,787,Small Projectile Ambit Extension II Blueprint,0.01
17983,31664,777,Medium Projectile Ambit Extension II,10.0
17984,31665,787,Medium Projectile Ambit Extension II Blueprint,0.01
17985,31666,777,Capital Projectile Ambit Extension II,40.0
17986,31667,787,Capital Projectile Ambit Extension II Blueprint,0.01
17987,31668,777,Small Projectile Burst Aerator I,5.0
17988,31669,787,Small Projectile Burst Aerator I Blueprint,0.01
17989,31670,777,Medium Projectile Burst Aerator I,10.0
17990,31671,787,Medium Projectile Burst Aerator I Blueprint,0.01
17991,31672,777,Capital Projectile Burst Aerator I,40.0
17992,31673,787,Capital Projectile Burst Aerator I Blueprint,0.01
17993,31674,777,Small Projectile Burst Aerator II,5.0
17994,31675,787,Small Projectile Burst Aerator II Blueprint,0.01
17995,31676,777,Medium Projectile Burst Aerator II,10.0
17996,31677,787,Medium Projectile Burst Aerator II Blueprint,0.01
17997,31678,777,Capital Projectile Burst Aerator II,40.0
17998,31679,787,Capital Projectile Burst Aerator II Blueprint,0.01
17999,31680,777,Small Projectile Collision Accelerator I,5.0
18000,31681,787,Small Projectile Collision Accelerator I Blueprint,0.01
18001,31682,777,Medium Projectile Collision Accelerator I,10.0
18002,31683,787,Medium Projectile Collision Accelerator I Blueprint,0.01
18003,31684,777,Capital Projectile Collision Accelerator I,40.0
18004,31685,787,Capital Projectile Collision Accelerator I Blueprint,0.01
18005,31686,777,Small Projectile Collision Accelerator II,5.0
18006,31687,787,Small Projectile Collision Accelerator II Blueprint,0.01
18007,31688,777,Medium Projectile Collision Accelerator II,10.0
18008,31689,787,Medium Projectile Collision Accelerator II Blueprint,0.01
18009,31690,777,Capital Projectile Collision Accelerator II,40.0
18010,31691,787,Capital Projectile Collision Accelerator II Blueprint,0.01
18011,31692,777,Small Projectile Locus Coordinator I,5.0
18012,31693,787,Small Projectile Locus Coordinator I Blueprint,0.01
18013,31694,777,Medium Projectile Locus Coordinator I,10.0
18014,31695,787,Medium Projectile Locus Coordinator I Blueprint,0.01
18015,31696,777,Capital Projectile Locus Coordinator I,40.0
18016,31697,787,Capital Projectile Locus Coordinator I Blueprint,0.01
18017,31698,777,Small Projectile Locus Coordinator II,5.0
18018,31699,787,Small Projectile Locus Coordinator II Blueprint,0.01
18019,31700,777,Medium Projectile Locus Coordinator II,10.0
18020,31701,787,Medium Projectile Locus Coordinator II Blueprint,0.01
18021,31702,777,Capital Projectile Locus Coordinator II,40.0
18022,31703,787,Capital Projectile Locus Coordinator II Blueprint,0.01
18023,31704,777,Small Projectile Metastasis Adjuster I,5.0
18024,31705,787,Small Projectile Metastasis Adjuster I Blueprint,0.01
18025,31706,777,Medium Projectile Metastasis Adjuster I,10.0
18026,31707,787,Medium Projectile Metastasis Adjuster I Blueprint,0.01
18027,31708,777,Capital Projectile Metastasis Adjuster I,40.0
18028,31709,787,Capital Projectile Metastasis Adjuster I Blueprint,0.01
18029,31710,777,Small Projectile Metastasis Adjuster II,5.0
18030,31711,787,Small Projectile Metastasis Adjuster II Blueprint,0.01
18031,31712,777,Medium Projectile Metastasis Adjuster II,10.0
18032,31713,787,Medium Projectile Metastasis Adjuster II Blueprint,0.01
18033,31714,777,Capital Projectile Metastasis Adjuster II,40.0
18034,31715,787,Capital Projectile Metastasis Adjuster II Blueprint,0.01
18035,31716,774,Small EM Shield Reinforcer I,5.0
18036,31717,787,Small EM Shield Reinforcer I Blueprint,0.01
18037,31718,774,Medium EM Shield Reinforcer I,10.0
18038,31719,787,Medium EM Shield Reinforcer I Blueprint,0.01
18039,31720,774,Capital EM Shield Reinforcer I,40.0
18040,31721,787,Capital EM Shield Reinforcer I Blueprint,0.01
18041,31722,774,Small EM Shield Reinforcer II,5.0
18042,31723,787,Small EM Shield Reinforcer II Blueprint,0.01
18043,31724,774,Medium EM Shield Reinforcer II,10.0
18044,31725,787,Medium EM Shield Reinforcer II Blueprint,0.01
18045,31726,774,Capital EM Shield Reinforcer II,40.0
18046,31727,787,Capital EM Shield Reinforcer II Blueprint,0.01
18047,31728,774,Small Explosive Shield Reinforcer I,5.0
18048,31729,787,Small Explosive Shield Reinforcer I Blueprint,0.01
18049,31730,774,Medium Explosive Shield Reinforcer I,10.0
18050,31731,787,Medium Explosive Shield Reinforcer I Blueprint,0.01
18051,31732,774,Capital Explosive Shield Reinforcer I,40.0
18052,31733,787,Capital Explosive Shield Reinforcer I Blueprint,0.01
18053,31734,774,Small Explosive Shield Reinforcer II,5.0
18054,31735,787,Small Explosive Shield Reinforcer II Blueprint,0.01
18055,31736,774,Medium Explosive Shield Reinforcer II,10.0
18056,31737,787,Medium Explosive Shield Reinforcer II Blueprint,0.01
18057,31738,774,Capital Explosive Shield Reinforcer II,40.0
18058,31739,787,Capital Explosive Shield Reinforcer II Blueprint,0.01
18059,31740,774,Small Kinetic Shield Reinforcer I,5.0
18060,31741,787,Small Kinetic Shield Reinforcer I Blueprint,0.01
18061,31742,774,Medium Kinetic Shield Reinforcer I,10.0
18062,31743,787,Medium Kinetic Shield Reinforcer I Blueprint,0.01
18063,31744,774,Capital Kinetic Shield Reinforcer I,40.0
18064,31745,787,Capital Kinetic Shield Reinforcer I Blueprint,0.01
18065,31746,774,Small Kinetic Shield Reinforcer II,5.0
18066,31747,787,Small Kinetic Shield Reinforcer II Blueprint,0.01
18067,31748,774,Medium Kinetic Shield Reinforcer II,10.0
18068,31749,787,Medium Kinetic Shield Reinforcer II Blueprint,0.01
18069,31750,774,Capital Kinetic Shield Reinforcer II,40.0
18070,31751,787,Capital Kinetic Shield Reinforcer II Blueprint,0.01
18071,31752,774,Small Thermal Shield Reinforcer I,5.0
18072,31753,787,Small Thermal Shield Reinforcer I Blueprint,0.01
18073,31754,774,Medium Thermal Shield Reinforcer I,10.0
18074,31755,787,Medium Thermal Shield Reinforcer I Blueprint,0.01
18075,31756,774,Capital Thermal Shield Reinforcer I,40.0
18076,31757,787,Capital Thermal Shield Reinforcer I Blueprint,0.01
18077,31758,774,Small Thermal Shield Reinforcer II,5.0
18078,31759,787,Small Thermal Shield Reinforcer II Blueprint,0.01
18079,31760,774,Medium Thermal Shield Reinforcer II,10.0
18080,31761,787,Medium Thermal Shield Reinforcer II Blueprint,0.01
18081,31762,774,Capital Thermal Shield Reinforcer II,40.0
18082,31763,787,Capital Thermal Shield Reinforcer II Blueprint,0.01
18083,31764,774,Small Core Defense Capacitor Safeguard I,5.0
18084,31765,787,Small Core Defense Capacitor Safeguard I Blueprint,0.01
18085,31766,774,Medium Core Defense Capacitor Safeguard I,10.0
18086,31767,787,Medium Core Defense Capacitor Safeguard I Blueprint,0.01
18087,31768,774,Capital Core Defense Capacitor Safeguard I,40.0
18088,31769,787,Capital Core Defense Capacitor Safeguard I Blueprint,0.01
18089,31770,774,Small Core Defense Capacitor Safeguard II,5.0
18090,31771,787,Small Core Defense Capacitor Safeguard II Blueprint,0.01
18091,31772,774,Medium Core Defense Capacitor Safeguard II,10.0
18092,31773,787,Medium Core Defense Capacitor Safeguard II Blueprint,0.01
18093,31774,774,Capital Core Defense Capacitor Safeguard II,40.0
18094,31775,787,Capital Core Defense Capacitor Safeguard II Blueprint,0.01
18095,31776,774,Small Core Defense Charge Economizer I,5.0
18096,31777,787,Small Core Defense Charge Economizer I Blueprint,0.01
18097,31778,774,Medium Core Defense Charge Economizer I,10.0
18098,31779,787,Medium Core Defense Charge Economizer I Blueprint,0.01
18099,31780,774,Capital Core Defense Charge Economizer I,40.0
18100,31781,787,Capital Core Defense Charge Economizer I Blueprint,0.01
18101,31782,774,Small Core Defense Charge Economizer II,5.0
18102,31783,787,Small Core Defense Charge Economizer II Blueprint,0.01
18103,31784,774,Medium Core Defense Charge Economizer II,10.0
18104,31785,787,Medium Core Defense Charge Economizer II Blueprint,0.01
18105,31786,774,Capital Core Defense Charge Economizer II,40.0
18106,31787,787,Capital Core Defense Charge Economizer II Blueprint,0.01
18107,31788,774,Small Core Defense Field Extender I,5.0
18108,31789,787,Small Core Defense Field Extender I Blueprint,0.01
18109,31790,774,Medium Core Defense Field Extender I,10.0
18110,31791,787,Medium Core Defense Field Extender I Blueprint,0.01
18111,31792,774,Capital Core Defense Field Extender I,40.0
18112,31793,787,Capital Core Defense Field Extender I Blueprint,0.01
18113,31794,774,Small Core Defense Field Extender II,5.0
18114,31795,787,Small Core Defense Field Extender II Blueprint,0.01
18115,31796,774,Medium Core Defense Field Extender II,10.0
18116,31797,787,Medium Core Defense Field Extender II Blueprint,0.01
18117,31798,774,Capital Core Defense Field Extender II,40.0
18118,31799,787,Capital Core Defense Field Extender II Blueprint,0.01
18119,31800,774,Small Core Defense Field Purger I,5.0
18120,31801,787,Small Core Defense Field Purger I Blueprint,0.01
18121,31802,774,Medium Core Defense Field Purger I,10.0
18122,31803,787,Medium Core Defense Field Purger I Blueprint,0.01
18123,31804,774,Capital Core Defense Field Purger I,40.0
18124,31805,787,Capital Core Defense Field Purger I Blueprint,0.01
18125,31810,774,Small Core Defense Field Purger II,5.0
18126,31811,787,Small Core Defense Field Purger II Blueprint,0.01
18127,31812,774,Medium Core Defense Field Purger II,10.0
18128,31813,787,Medium Core Defense Field Purger II Blueprint,0.01
18129,31814,774,Capital Core Defense Field Purger II,40.0
18130,31815,787,Capital Core Defense Field Purger II Blueprint,0.01
18131,31816,774,Small Core Defense Operational Solidifier I,5.0
18132,31817,787,Small Core Defense Operational Solidifier I Blueprint,0.01
18133,31818,774,Medium Core Defense Operational Solidifier I,10.0
18134,31819,787,Medium Core Defense Operational Solidifier I Blueprint,0.01
18135,31820,774,Capital Core Defense Operational Solidifier I,40.0
18136,31821,787,Capital Core Defense Operational Solidifier I Blueprint,0.01
18137,31822,774,Small Core Defense Operational Solidifier II,5.0
18138,31823,787,Small Core Defense Operational Solidifier II Blueprint,0.01
18139,31824,774,Medium Core Defense Operational Solidifier II,10.0
18140,31825,787,Medium Core Defense Operational Solidifier II Blueprint,0.01
18141,31826,774,Capital Core Defense Operational Solidifier II,40.0
18142,31827,787,Capital Core Defense Operational Solidifier II Blueprint,0.01
18143,31864,100,Imperial Navy Acolyte,5.0
18144,31865,176,Imperial Navy Acolyte Blueprint,0.01
18145,31866,100,Imperial Navy Infiltrator,10.0
18146,31867,176,Imperial Navy Infiltrator Blueprint,0.01
18147,31868,100,Imperial Navy Curator,25.0
18148,31869,176,Imperial Navy Curator Blueprint,0.01
18149,31870,100,Imperial Navy Praetor,25.0
18150,31871,176,Imperial Navy Praetor Blueprint,0.01
18151,31872,100,Caldari Navy Hornet,5.0
18152,31873,176,Caldari Navy Hornet Blueprint,0.01
18153,31874,100,Caldari Navy Vespa,10.0
18154,31875,176,Caldari Navy Vespa Blueprint,0.01
18155,31876,100,Caldari Navy Wasp,25.0
18156,31877,176,Caldari Navy Wasp Blueprint,0.01
18157,31878,100,Caldari Navy Warden,25.0
18158,31879,176,Caldari Navy Warden Blueprint,0.01
18159,31880,100,Federation Navy Hobgoblin,5.0
18160,31881,176,Federation Navy Hobgoblin Blueprint,0.01
18161,31882,100,Federation Navy Hammerhead,10.0
18162,31883,176,Federation Navy Hammerhead Blueprint,0.01
18163,31884,100,Federation Navy Ogre,25.0
18164,31885,176,Federation Navy Ogre Blueprint,0.01
18165,31886,100,Federation Navy Garde,25.0
18166,31887,176,Federation Navy Garde Blueprint,0.01
18167,31888,100,Republic Fleet Warrior,5.0
18168,31889,176,Republic Fleet Warrior Blueprint,0.01
18169,31890,100,Republic Fleet Valkyrie,10.0
18170,31891,176,Republic Fleet Valkyrie Blueprint,0.01
18171,31892,100,Republic Fleet Berserker,25.0
18172,31893,176,Republic Fleet Berserker Blueprint,0.01
18173,31894,100,Republic Fleet Bouncer,25.0
18174,31895,176,Republic Fleet Bouncer Blueprint,0.01
18175,31896,329,Imperial Navy 100mm Steel Plates,5.0
18176,31897,349,Imperial Navy 100mm Steel Plates Blueprint,0.01
18177,31898,329,Federation Navy 100mm Steel Plates,5.0
18178,31899,349,Federation Navy 100mm Steel Plates Blueprint,0.01
18179,31900,329,Imperial Navy 1600mm Steel Plates,20.0
18180,31901,349,Imperial Navy 1600mm Steel Plates Blueprint,0.01
18181,31902,329,Federation Navy 1600mm Steel Plates,20.0
18182,31903,349,Federation Navy 1600mm Steel Plates Blueprint,0.01
18183,31904,329,Imperial Navy 200mm Steel Plates,10.0
18184,31905,349,Imperial Navy 200mm Steel Plates Blueprint,0.01
18185,31906,329,Federation Navy 200mm Steel Plates,10.0
18186,31907,349,Federation Navy 200mm Steel Plates Blueprint,0.01
18187,31908,329,Imperial Navy 400mm Steel Plates,25.0
18188,31909,349,Imperial Navy 400mm Steel Plates Blueprint,0.01
18189,31910,329,Federation Navy 400mm Steel Plates,25.0
18190,31911,349,Federation Navy 400mm Steel Plates Blueprint,0.01
18191,31916,329,Imperial Navy 800mm Steel Plates,50.0
18192,31917,349,Imperial Navy 800mm Steel Plates Blueprint,0.01
18193,31918,329,Federation Navy 800mm Steel Plates,50.0
18194,31919,349,Federation Navy 800mm Steel Plates Blueprint,0.01
18195,31922,38,Caldari Navy Small Shield Extender,5.0
18196,31923,118,Caldari Navy Small Shield Extender Blueprint,0.01
18197,31924,38,Republic Fleet Small Shield Extender,5.0
18198,31925,118,Republic Fleet Small Shield Extender Blueprint,0.01
18199,31926,38,Caldari Navy Medium Shield Extender,10.0
18200,31927,118,Caldari Navy Medium Shield Extender Blueprint,0.01
18201,31928,38,Republic Fleet Medium Shield Extender,10.0
18202,31929,118,Republic Fleet Medium Shield Extender Blueprint,0.01
18203,31930,38,Caldari Navy Large Shield Extender,20.0
18204,31931,118,Caldari Navy Large Shield Extender Blueprint,0.01
18205,31932,38,Republic Fleet Large Shield Extender,20.0
18206,31933,118,Republic Fleet Large Shield Extender Blueprint,0.01
18207,31936,339,Navy Micro Auxiliary Power Core,20.0
18208,31942,646,Federation Navy Omnidirectional Tracking Link,5.0
18209,31943,408,Federation Navy Omnidirectional Tracking Link Blueprint,0.01
18210,31944,379,Republic Fleet Target Painter,5.0
18211,31945,504,Republic Fleet Target Painter Blueprint,0.01
18212,31946,67,Imperial Navy Large Remote Capacitor Transmitter,25.0
18213,31947,147,Imperial Navy Large Remote Capacitor Transmitter Blueprint,0.01
18214,31948,67,Imperial Navy Medium Remote Capacitor Transmitter,10.0
18215,31949,147,Imperial Navy Medium Remote Capacitor Transmitter Blueprint,0.01
18216,31950,67,Imperial Navy Small Remote Capacitor Transmitter,5.0
18217,31951,147,Imperial Navy Small Remote Capacitor Transmitter Blueprint,0.01
18218,31952,766,Caldari Navy Power Diagnostic System,5.0
18219,31953,137,Caldari Navy Power Diagnostic System Blueprint,0.01
18220,31954,300,High-grade Grail Alpha,1.0
18221,31955,300,High-grade Grail Beta,1.0
18222,31956,300,High-grade Grail Delta,1.0
18223,31957,300,High-grade Grail Epsilon,1.0
18224,31958,300,High-grade Grail Gamma,1.0
18225,31959,300,High-grade Grail Omega,1.0
18226,31960,283,Mina Darabi,1.0
18227,31961,306,Cargo Container - Mina Darabi,27500.0
18228,31962,300,High-grade Talon Alpha,1.0
18229,31963,300,High-grade Talon Beta,1.0
18230,31964,300,High-grade Talon Delta,1.0
18231,31965,300,High-grade Talon Epsilon,1.0
18232,31966,300,High-grade Talon Gamma,1.0
18233,31967,300,High-grade Talon Omega,1.0
18234,31968,300,High-grade Spur Alpha,1.0
18235,31969,300,High-grade Spur Beta,1.0
18236,31970,300,High-grade Spur Delta,1.0
18237,31971,300,High-grade Spur Epsilon,1.0
18238,31972,300,High-grade Spur Gamma,1.0
18239,31973,300,High-grade Spur Omega,1.0
18240,31974,300,High-grade Jackal Alpha,1.0
18241,31975,300,High-grade Jackal Beta,1.0
18242,31976,300,High-grade Jackal Delta,1.0
18243,31977,300,High-grade Jackal Epsilon,1.0
18244,31978,300,High-grade Jackal Gamma,1.0
18245,31979,300,High-grade Jackal Omega,1.0
18246,31982,87,Navy Cap Booster 100,3.0
18247,31990,87,Navy Cap Booster 150,4.5
18248,31998,87,Navy Cap Booster 200,6.0
18249,32006,87,Navy Cap Booster 400,12.0
18250,32014,87,Navy Cap Booster 800,24.0
18251,32020,474,Rahsa's Security Card,0.1
18252,32025,778,Small Drone Control Range Augmentor I,5.0
18253,32026,787,Small Drone Control Range Augmentor I Blueprint,0.01
18254,32027,778,Medium Drone Control Range Augmentor I,10.0
18255,32028,787,Medium Drone Control Range Augmentor I Blueprint,0.01
18256,32029,778,Small Drone Control Range Augmentor II,5.0
18257,32030,787,Small Drone Control Range Augmentor II Blueprint,0.01
18258,32031,778,Medium Drone Control Range Augmentor II,10.0
18259,32032,787,Medium Drone Control Range Augmentor II Blueprint,0.01
18260,32033,778,Small Drone Durability Enhancer I,5.0
18261,32034,787,Small Drone Durability Enhancer I Blueprint,0.01
18262,32035,778,Medium Drone Durability Enhancer I,10.0
18263,32036,787,Medium Drone Durability Enhancer I Blueprint,0.01
18264,32037,778,Small Drone Durability Enhancer II,5.0
18265,32038,787,Small Drone Durability Enhancer II Blueprint,0.01
18266,32039,778,Medium Drone Durability Enhancer II,10.0
18267,32040,787,Medium Drone Durability Enhancer II Blueprint,0.01
18268,32041,778,Small Drone Mining Augmentor I,5.0
18269,32042,787,Small Drone Mining Augmentor I Blueprint,0.01
18270,32043,778,Medium Drone Mining Augmentor I,10.0
18271,32044,787,Medium Drone Mining Augmentor I Blueprint,0.01
18272,32045,778,Small Drone Mining Augmentor II,5.0
18273,32046,787,Small Drone Mining Augmentor II Blueprint,0.01
18274,32047,778,Medium Drone Mining Augmentor II,10.0
18275,32048,787,Medium Drone Mining Augmentor II Blueprint,0.01
18276,32049,778,Small Drone Repair Augmentor I,5.0
18277,32050,787,Small Drone Repair Augmentor I Blueprint,0.01
18278,32051,778,Medium Drone Repair Augmentor I,10.0
18279,32052,787,Medium Drone Repair Augmentor I Blueprint,0.01
18280,32053,778,Small Drone Repair Augmentor II,5.0
18281,32054,787,Small Drone Repair Augmentor II Blueprint,0.01
18282,32055,778,Medium Drone Repair Augmentor II,10.0
18283,32056,787,Medium Drone Repair Augmentor II Blueprint,0.01
18284,32057,778,Small Drone Speed Augmentor I,5.0
18285,32058,787,Small Drone Speed Augmentor I Blueprint,0.01
18286,32059,778,Medium Drone Speed Augmentor I,10.0
18287,32060,787,Medium Drone Speed Augmentor I Blueprint,0.01
18288,32061,778,Small Drone Speed Augmentor II,5.0
18289,32062,787,Small Drone Speed Augmentor II Blueprint,0.01
18290,32063,778,Medium Drone Speed Augmentor II,10.0
18291,32064,787,Medium Drone Speed Augmentor II Blueprint,0.01
18292,32065,778,Small EW Drone Range Augmentor I,5.0
18293,32066,787,Small EW Drone Range Augmentor I Blueprint,0.01
18294,32067,778,Medium EW Drone Range Augmentor I,10.0
18295,32068,787,Medium EW Drone Range Augmentor I Blueprint,0.01
18296,32069,778,Small Drone Scope Chip I,5.0
18297,32070,787,Small Drone Scope Chip I Blueprint,0.01
18298,32071,778,Medium Drone Scope Chip I,10.0
18299,32072,787,Medium Drone Scope Chip I Blueprint,0.01
18300,32073,778,Small Drone Scope Chip II,5.0
18301,32074,787,Small Drone Scope Chip II Blueprint,0.01
18302,32075,778,Medium Drone Scope Chip II,10.0
18303,32076,787,Medium Drone Scope Chip II Blueprint,0.01
18304,32077,778,Small EW Drone Range Augmentor II,5.0
18305,32078,787,Small EW Drone Range Augmentor II Blueprint,0.01
18306,32079,778,Medium EW Drone Range Augmentor II,10.0
18307,32080,787,Medium EW Drone Range Augmentor II Blueprint,0.01
18308,32081,778,Small Sentry Damage Augmentor I,5.0
18309,32082,787,Small Sentry Damage Augmentor I Blueprint,0.01
18310,32083,778,Medium Sentry Damage Augmentor I,10.0
18311,32084,787,Medium Sentry Damage Augmentor I Blueprint,0.01
18312,32085,778,Small Sentry Damage Augmentor II,5.0
18313,32086,787,Small Sentry Damage Augmentor II Blueprint,0.01
18314,32087,778,Medium Sentry Damage Augmentor II,10.0
18315,32088,787,Medium Sentry Damage Augmentor II Blueprint,0.01
18316,32089,778,Small Stasis Drone Augmentor I,5.0
18317,32090,787,Small Stasis Drone Augmentor I Blueprint,0.01
18318,32091,778,Medium Stasis Drone Augmentor I,10.0
18319,32092,787,Medium Stasis Drone Augmentor I Blueprint,0.01
18320,32093,778,Small Stasis Drone Augmentor II,5.0
18321,32094,787,Small Stasis Drone Augmentor II Blueprint,0.01
18322,32095,778,Medium Stasis Drone Augmentor II,10.0
18323,32096,787,Medium Stasis Drone Augmentor II Blueprint,0.01
18324,32097,283,"Rahsa, Sansha Commander",1.0
18326,32099,314,Olfei Medallion,0.1
18327,32100,306,Forgotten Debris,27500.0
18328,32101,300,Low-grade Grail Alpha,1.0
18329,32102,300,Low-grade Grail Beta,1.0
18330,32103,300,Low-grade Grail Delta,1.0
18331,32104,300,Low-grade Grail Epsilon,1.0
18332,32105,300,Low-grade Grail Gamma,1.0
18333,32106,314,Sansha Command Signal Receiver,1.0
18334,32107,300,Low-grade Spur Alpha,1.0
18335,32108,300,Low-grade Spur Beta,1.0
18336,32109,300,Low-grade Spur Delta,1.0
18337,32110,300,Low-grade Spur Epsilon,1.0
18338,32111,300,Low-grade Spur Gamma,1.0
18339,32112,300,Low-grade Talon Alpha,1.0
18340,32113,300,Low-grade Talon Beta,1.0
18341,32114,300,Low-grade Talon Delta,1.0
18342,32115,300,Low-grade Talon Epsilon,1.0
18343,32116,300,Low-grade Talon Gamma,1.0
18344,32117,300,Low-grade Jackal Alpha,1.0
18345,32118,300,Low-grade Jackal Beta,1.0
18346,32119,300,Low-grade Jackal Delta,1.0
18347,32120,300,Low-grade Jackal Epsilon,1.0
18348,32121,300,Low-grade Jackal Gamma,1.0
18349,32122,300,Low-grade Grail Omega,1.0
18350,32123,300,Low-grade Jackal Omega,1.0
18351,32124,300,Low-grade Spur Omega,1.0
18352,32125,300,Low-grade Talon Omega,1.0
18353,32126,526,Homemade Sansha Beacon,1.0
18354,32127,952,Linked Broadcast Array Hub,27500.0
18355,32128,226,Fortified Partially Constructed Megathron,100000000.0
18356,32129,226,Small Armory,100000000.0
18357,32131,226,Fortified Starbase Capital Shipyard,4000.0
18358,32132,226,Fortified Starbase Hangar,1150.0
18363,32137,226,Gallente Obelisk Freighter,190000.0
18365,32139,517,Mourmarie Mone's Helios,19700.0
18367,32189,474,Shanty Town Gate Clearance,0.1
18368,32190,705,The Elder,109000.0
18369,32192,631,Underground Circus Ringmaster,112000.0
18370,32193,283,The Ringmaster,1.0
18371,32194,319,Gallente Starbase Control Tower Tough,1150.0
18374,32198,474,Destablizer Datacore,0.1
18375,32199,520,Scope Interceptor,26500.0
18376,32200,314,Covert Recording Device,1.0
18377,32201,314,Archives Passkey,0.1
18378,32202,314,Hauteker Memoirs,0.1
18379,32204,314,Wildfire Khumaak,0.3
18380,32205,306,Central Burial Tomb,27500.0
18381,32206,952,Defiants Storage Facility,27500.0
18382,32207,324,Freki,2500.0
18383,32208,105,Freki Blueprint,0.01
18384,32209,358,Mimir,10000.0
18385,32210,106,Mimir Blueprint,0.01
18386,32211,306,Archives,27500.0
18388,32217,306,Damaged Radio Telescope,27500.0
18389,32218,314,Encrypted Data Fragment,0.1
18391,32220,314,Ralie Ardanne's Belongings,1.0
18393,32222,520,Mourmarie Mone's Covert Ops Frigate,26500.0
18394,32223,314,Kidnapping Evidence,0.1
18395,32224,952,Conference Center,27500.0
18396,32225,314,Encoded Message,0.1
18397,32226,1003,Territorial Claim Unit,5000.0
18398,32228,283,Vira Mikano,3.0
18399,32229,314,Singed Datapad,0.1
18400,32230,875,Republic Freighter Vessels,15500000.0
18401,32233,306,Tili's Brothel,100000000.0
18402,32234,314,Encrypted Transmission,0.1
18403,32235,314,Tattered Doll,3.0
